0.299403,-1.22662,1.49843,-1.17615,5.28985,0.208297,2.4045,1.59451,-0.0516082,0.663234,-1.40837,1.11474,0.910415,2.21811,4.30564,0.088924,0.169149,0.413448,1.51386,2.66297,-1.07277,0.149111,0.559579,4.37888,-0.463603,-0.0639592,0.54493,0.712772,-1.49405,-2.63617,-0.850465,-0.62299,-1.83306,0.293024,3.55268,0.717611,3.30597,-2.71556,-2.68241,0.10105,
-1.17418,0.332157,0.949919,-1.28533,2.19906,-0.151268,-0.427039,2.61925,-0.765884,-0.0937802,0.935347,1.0578,-0.539275,-0.172662,-0.679052,0.607362,1.14863,2.43708,-0.313069,0.528104,-0.513476,0.766221,-1.46694,-2.31889,1.64722,-1.55644,-1.64558,-0.198467,-1.47207,-1.90615,-0.81975,0.0120366,2.03884,0.468579,-0.517657,0.422326,0.803699,1.21322,1.38293,-1.81776,
1.19222,-0.414371,0.0670542,-2.23357,3.65888,0.089007,0.203439,-4.21905,-1.18492,-1.24031,-0.89027,0.909969,-11.8513,3.35242,-4.86212,-0.903317,-1.82434,0.0454465,-2.12647,1.16156,-1.02791,-1.07879,1.84853,3.75892,0.623649,-0.0910445,-1.03309,-0.254151,-4.37754,-1.1963,-0.604501,0.750054,-3.36052,0.856988,-2.75145,-1.58273,1.67225,0.656438,-0.932473,2.98744,
1.57327,-0.580318,-0.866332,-0.603812,3.12572,0.870321,-0.161992,4.49967,1.03874,-1.09272,-0.713474,-0.136399,0.0589904,-1.08346,1.62266,-1.68558,-1.22288,-0.215834,0.155612,0.627873,-0.732789,1.33794,1.33569,0.680062,0.504754,1.20481,0.144477,0.673993,1.02792,3.07338,1.02296,1.2756,-3.48011,-1.06525,2.15313,1.56354,2.76712,0.215748,0.619645,1.8834,
-0.613071,-0.644204,1.11256,-0.0323965,3.49014,-0.0119346,1.44352,-4.29028,-1.76131,0.807652,-0.416575,0.433862,-12.8228,-0.0482477,-5.0315,-0.704413,0.515952,-2.6359,-2.35988,-0.0534002,0.741432,1.57304,0.723686,1.7356,0.335774,0.572905,0.625971,0.412084,-4.88383,-5.58833,0.513906,-1.80347,0.518579,-0.205029,-4.74457,-1.52002,1.83065,0.870772,-1.89461,0.408332,
-0.773247,-0.123227,0.0474233,-0.210266,10.3778,0.526604,-2.75162,0.315541,0.608603,-0.0434213,0.192455,-0.146712,3.73271,-0.313714,1.56633,0.570415,-2.45173,0.946946,3.11829,0.169902,-0.744261,-1.71459,1.39128,3.89755,0.362316,0.0337376,-1.19443,-1.07561,-1.29169,-3.95339,-1.48771,0.79279,-0.540711,0.114115,-0.277477,-0.896411,-2.80521,0.469162,3.61416,0.081689,
1.48381,-0.296301,0.452697,0.0533633,-4.48023,-1.18979,1.96395,-0.610189,1.3127,2.49339,-0.208375,-0.27899,-1.07336,0.271366,-1.68035,-0.193313,-0.865923,-0.799767,1.04651,0.330388,-0.0195666,0.470812,-1.34336,-0.77267,-0.726038,-2.00948,-1.63244,-0.801951,0.147272,-0.518103,-0.0643007,-1.90299,3.44177,1.48143,-0.507055,-0.11749,1.87709,-0.531129,-1.57433,-1.7336,
0.763901,-3.49209,0.329564,1.30072,5.03778,0.149122,-5.01421,-1.96672,-1.82813,0.289911,-0.958631,0.509551,8.80159,-1.03153,1.03691,0.265522,-0.732313,-0.358686,0.344815,-0.600545,2.57255,0.635033,-0.539409,7.93983,0.131082,0.712079,1.85117,-0.739268,-0.744712,-1.11829,-0.314328,1.31746,-0.802101,-1.62243,3.93015,0.952521,-0.775724,1.04713,3.25237,-1.32029,
0.380964,-1.53358,0.786602,1.31183,-6.12209,1.83729,1.87234,-2.60481,-0.179111,2.65569,1.43496,-0.0775916,0.00755266,1.81636,-1.34913,-0.300448,-0.0708534,-0.766584,2.10477,-0.33025,1.79241,-0.750685,-0.786981,-1.04431,0.819428,-0.528958,0.864875,-2.33487,2.36196,1.15142,-1.22154,-1.92855,1.50031,0.381377,-1.09001,-0.135532,0.897453,-0.157605,-0.353676,1.20356,
-0.688936,-0.87947,-1.1503,-0.131129,-0.617483,-0.774317,-3.06115,-0.516864,-0.924853,-1.40156,-0.883365,1.40072,1.15586,1.48626,-2.99711,-0.671967,-0.769729,-0.965746,3.38656,0.188832,-0.305702,-0.365399,-2.20648,4.32868,1.56815,-1.34157,0.0987547,0.483593,0.140897,5.06778,-0.119981,0.531981,-1.32682,-0.457071,-2.99802,-0.06102,2.74565,0.86172,-1.41343,1.71461,
-0.0260286,-0.447978,0.0247437,1.99362,-1.56918,-0.666012,2.48775,-1.90398,1.15191,1.1953,-0.118235,0.839068,-2.88635,-1.33637,2.39178,1.01454,1.2565,-1.2614,1.02238,-0.509581,-0.867626,-0.94763,3.08594,-0.52012,-0.00882623,-0.555825,0.541338,0.876131,1.37125,0.717022,-0.9074,0.486029,-0.293497,-1.57943,-0.383671,-0.390965,-0.364834,1.30218,-2.26369,2.42278,
-1.03478,-0.485326,0.898859,-0.581852,-3.68888,-1.10865,2.0174,-4.88122,-1.67709,0.649567,-0.163818,-0.609844,-2.86362,-2.75744,-0.418863,-0.757448,-1.24303,-0.876315,-1.94311,0.663192,-1.45638,-0.017272,-1.67329,-1.04691,0.448266,-0.290619,-0.621091,0.712878,-0.420726,-0.382921,0.971175,-1.43742,-1.82882,-1.2591,-0.0759907,0.290561,0.929375,-1.0196,0.441711,1.66906,
